Date,Type,NHS Area Code,ONS Code,Name,Total
02-2021,SUB ICB,00R,E38000015,NHS Lancashire and South Cumbria ICB - 00R,16296
02-2021,SUB ICB,00T,E38000016,NHS Greater Manchester ICB - 00T,39534
02-2021,SUB ICB,00V,E38000024,NHS Greater Manchester ICB - 00V,24302
02-2021,SUB ICB,00X,E38000034,NHS Lancashire and South Cumbria ICB - 00X,21762
02-2021,SUB ICB,00Y,E38000135,NHS Greater Manchester ICB - 00Y,22397
02-2021,SUB ICB,01A,E38000050,NHS Lancashire and South Cumbria ICB - 01A,35778
02-2021,SUB ICB,01D,E38000080,NHS Greater Manchester ICB - 01D,25626
02-2021,SUB ICB,01E,E38000227,NHS Lancashire and South Cumbria ICB - 01E,15848
02-2021,SUB ICB,01F,E38000068,NHS Cheshire and Merseyside ICB - 01F,15976
02-2021,SUB ICB,01G,E38000143,NHS Greater Manchester ICB - 01G,29225
02-2021,SUB ICB,01H,E38000215,NHS North East and North Cumbria ICB - 01H,45128
02-2021,SUB ICB,01J,E38000091,NHS Cheshire and Merseyside ICB - 01J,16772
02-2021,SUB ICB,01K,E38000228,NHS Lancashire and South Cumbria ICB - 01K,37849
02-2021,SUB ICB,01T,E38000161,NHS Cheshire and Merseyside ICB - 01T,16320
02-2021,SUB ICB,01V,E38000170,NHS Cheshire and Merseyside ICB - 01V,15170
02-2021,SUB ICB,01W,E38000174,NHS Greater Manchester ICB - 01W,36500
02-2021,SUB ICB,01X,E38000172,NHS Cheshire and Merseyside ICB - 01X,24647
02-2021,SUB ICB,01Y,E38000263,NHS Greater Manchester ICB - 01Y,20605
02-2021,SUB ICB,02A,E38000187,NHS Greater Manchester ICB - 02A,23582
02-2021,SUB ICB,02E,E38000194,NHS Cheshire and Merseyside ICB - 02E,21554
02-2021,SUB ICB,02G,E38000200,NHS Lancashire and South Cumbria ICB - 02G,14761
02-2021,SUB ICB,02H,E38000205,NHS Greater Manchester ICB - 02H,37054
02-2021,SUB ICB,02M,E38000226,NHS Lancashire and South Cumbria ICB - 02M,22642
02-2021,SUB ICB,02P,E38000006,NHS South Yorkshire ICB - 02P,21194
02-2021,SUB ICB,02Q,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,17471
02-2021,SUB ICB,02T,E38000025,NHS West Yorkshire ICB - 02T,24184
02-2021,SUB ICB,02X,E38000044,NHS South Yorkshire ICB - 02X,42900
02-2021,SUB ICB,02Y,E38000052,NHS Humber and North Yorkshire ICB - 02Y,48894
02-2021,SUB ICB,03F,E38000085,NHS Humber and North Yorkshire ICB - 03F,32395
02-2021,SUB ICB,03H,E38000119,NHS Humber and North Yorkshire ICB - 03H,20744
02-2021,SUB ICB,03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,27845
02-2021,SUB ICB,03L,E38000141,NHS South Yorkshire ICB - 03L,30985
02-2021,SUB ICB,03N,E38000146,NHS South Yorkshire ICB - 03N,63572
02-2021,SUB ICB,03Q,E38000188,NHS Humber and North Yorkshire ICB - 03Q,38295
02-2021,SUB ICB,03R,E38000190,NHS West Yorkshire ICB - 03R,42186
02-2021,SUB ICB,03W,E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",44276
02-2021,SUB ICB,04C,E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",30724
02-2021,SUB ICB,04V,E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",49894
02-2021,SUB ICB,04Y,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,17962
02-2021,SUB ICB,05D,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,20849
02-2021,SUB ICB,05G,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,30972
02-2021,SUB ICB,05Q,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,23226
02-2021,SUB ICB,05V,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,25639
02-2021,SUB ICB,05W,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,29237
02-2021,SUB ICB,06H,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,82405
02-2021,SUB ICB,06K,E38000049,NHS Hertfordshire and West Essex ICB - 06K,47523
02-2021,SUB ICB,06L,E38000086,NHS Suffolk and North East Essex ICB - 06L,28560
02-2021,SUB ICB,06N,E38000079,NHS Hertfordshire and West Essex ICB - 06N,57022
02-2021,SUB ICB,06Q,E38000106,NHS Mid and South Essex ICB - 06Q,39969
02-2021,SUB ICB,06T,E38000117,NHS Suffolk and North East Essex ICB - 06T,50605
02-2021,SUB ICB,07G,E38000185,NHS Mid and South Essex ICB - 07G,15061
02-2021,SUB ICB,07H,E38000197,NHS Hertfordshire and West Essex ICB - 07H,29143
02-2021,SUB ICB,07K,E38000204,NHS Suffolk and North East Essex ICB - 07K,86416
02-2021,SUB ICB,09D,E38000021,NHS Sussex ICB - 09D,29779
02-2021,SUB ICB,10Q,E38000136,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q",76705
02-2021,SUB ICB,10R,E38000137,NHS Hampshire and Isle Of Wight ICB - 10R,17823
02-2021,SUB ICB,11J,E38000045,NHS Dorset ICB - 11J,120409
02-2021,SUB ICB,11M,E38000062,NHS Gloucestershire ICB - 11M,99058
02-2021,SUB ICB,11N,E38000089,NHS Cornwall and The Isles Of Scilly ICB - 11N,78591
02-2021,SUB ICB,11X,E38000150,NHS Somerset ICB - 11X,86819
02-2021,SUB ICB,12F,E38000208,NHS Cheshire and Merseyside ICB - 12F,47699
02-2021,SUB ICB,13T,E38000212,NHS North East and North Cumbria ICB - 13T,50006
02-2021,SUB ICB,14L,E38000217,NHS Greater Manchester ICB - 14L,42918
02-2021,SUB ICB,14Y,E38000223,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y",61162
02-2021,SUB ICB,15A,E38000221,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A",49305
02-2021,SUB ICB,15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire ICB - 15C",103671
02-2021,SUB ICB,15E,E38000258,NHS Birmingham and Solihull ICB - 15E,134205
02-2021,SUB ICB,15F,E38000225,NHS West Yorkshire ICB - 15F,85085
02-2021,SUB ICB,15M,E38000261,NHS Derby and Derbyshire ICB - 15M,123635
02-2021,SUB ICB,15N,E38000230,NHS Devon ICB - 15N,174010
02-2021,SUB ICB,16C,E38000247,NHS North East and North Cumbria ICB - 16C,84585
02-2021,SUB ICB,18C,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,119136
02-2021,SUB ICB,26A,E38000239,NHS Norfolk and Waveney ICB - 26A,142781
02-2021,SUB ICB,27D,E38000233,NHS Cheshire and Merseyside ICB - 27D,86411
02-2021,SUB ICB,36J,E38000232,NHS West Yorkshire ICB - 36J,68526
02-2021,SUB ICB,36L,E38000245,NHS South West London ICB - 36L,142126
02-2021,SUB ICB,42D,E38000241,NHS Humber and North Yorkshire ICB - 42D,70177
02-2021,SUB ICB,52R,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,132662
02-2021,SUB ICB,70F,E38000248,NHS Sussex ICB - 70F,129701
02-2021,SUB ICB,71E,E38000238,NHS Lincolnshire ICB - 71E,103988
02-2021,SUB ICB,72Q,E38000244,NHS South East London ICB - 72Q,156104
02-2021,SUB ICB,78H,E38000262,NHS Northamptonshire ICB - 78H,86565
02-2021,SUB ICB,84H,E38000234,NHS North East and North Cumbria ICB - 84H,89947
02-2021,SUB ICB,91Q,E38000237,NHS Kent and Medway ICB - 91Q,229748
02-2021,SUB ICB,92A,E38000246,NHS Surrey Heartlands ICB - 92A,131680
02-2021,SUB ICB,92G,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G",126588
02-2021,SUB ICB,93C,E38000240,NHS North Central London ICB - 93C,153185
02-2021,SUB ICB,97R,E38000235,NHS Sussex ICB - 97R,67202
02-2021,SUB ICB,99A,E38000101,NHS Cheshire and Merseyside ICB - 99A,61704
02-2021,SUB ICB,99C,E38000127,NHS North East and North Cumbria ICB - 99C,24679
02-2021,SUB ICB,99E,E38000007,NHS Mid and South Essex ICB - 99E,26380
02-2021,SUB ICB,99F,E38000030,NHS Mid and South Essex ICB - 99F,24207
02-2021,SUB ICB,99G,E38000168,NHS Mid and South Essex ICB - 99G,18395
02-2021,SUB ICB,A3A8R,E38000255,NHS North East London ICB - A3A8R,157088
02-2021,SUB ICB,B2M3M,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,124571
02-2021,SUB ICB,D2P2L,E38000259,NHS Black Country ICB - D2P2L,127116
02-2021,SUB ICB,D4U1Y,E38000252,NHS Frimley ICB - D4U1Y,78270
02-2021,SUB ICB,D9Y0V,E38000253,NHS Hampshire and Isle Of Wight ICB - D9Y0V,195169
02-2021,SUB ICB,M1J4Y,E38000249,"NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y",77955
02-2021,SUB ICB,M2L0M,E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",61806
02-2021,ICB,QE1,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,177190
02-2021,ICB,QF7,E54000061,NHS South Yorkshire Integrated Care Board,158651
02-2021,ICB,QGH,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,119136
02-2021,ICB,QH8,E54000026,NHS Mid and South Essex Integrated Care Board,124012
02-2021,ICB,QHG,E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",77955
02-2021,ICB,QHL,E54000055,NHS Birmingham and Solihull Integrated Care Board,134205
02-2021,ICB,QHM,E54000050,NHS North East and North Cumbria Integrated Care Board,401931
02-2021,ICB,QJ2,E54000058,NHS Derby and Derbyshire Integrated Care Board,123635
02-2021,ICB,QJG,E54000023,NHS Suffolk and North East Essex Integrated Care Board,165581
02-2021,ICB,QJK,E54000037,NHS Devon Integrated Care Board,174010
02-2021,ICB,QJM,E54000013,NHS Lincolnshire Integrated Care Board,103988
02-2021,ICB,QK1,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",124894
02-2021,ICB,QKK,E54000030,NHS South East London Integrated Care Board,156104
02-2021,ICB,QKS,E54000032,NHS Kent and Medway Integrated Care Board,229748
02-2021,ICB,QM7,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,133688
02-2021,ICB,QMF,E54000029,NHS North East London Integrated Care Board,157088
02-2021,ICB,QMJ,E54000028,NHS North Central London Integrated Care Board,153185
02-2021,ICB,QMM,E54000022,NHS Norfolk and Waveney Integrated Care Board,142781
02-2021,ICB,QNC,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,147885
02-2021,ICB,QNQ,E54000034,NHS Frimley Integrated Care Board,78270
02-2021,ICB,QNX,E54000053,NHS Sussex Integrated Care Board,226682
02-2021,ICB,QOC,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",61806
02-2021,ICB,QOP,E54000057,NHS Greater Manchester Integrated Care Board,301743
02-2021,ICB,QOQ,E54000051,NHS Humber and North Yorkshire Integrated Care Board,238350
02-2021,ICB,QOX,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",126588
02-2021,ICB,QPM,E54000059,NHS Northamptonshire Integrated Care Board,86565
02-2021,ICB,QR1,E54000043,NHS Gloucestershire Integrated Care Board,99058
02-2021,ICB,QRL,E54000042,NHS Hampshire and the Isle of Wight Integrated Care Board,212992
02-2021,ICB,QRV,E54000027,NHS North West London Integrated Care Board,246260
02-2021,ICB,QSL,E54000038,NHS Somerset Integrated Care Board,86819
02-2021,ICB,QT1,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,150133
02-2021,ICB,QT6,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,78591
02-2021,ICB,QU9,E54000044,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",187172
02-2021,ICB,QUA,E54000062,NHS Black Country Integrated Care Board,127116
02-2021,ICB,QUE,E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,82405
02-2021,ICB,QUY,E54000039,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",103671
02-2021,ICB,QVV,E54000041,NHS Dorset Integrated Care Board,120409
02-2021,ICB,QWE,E54000031,NHS South West London Integrated Care Board,142126
02-2021,ICB,QWO,E54000054,NHS West Yorkshire Integrated Care Board,265251
02-2021,ICB,QWU,E54000018,NHS Coventry and Warwickshire Integrated Care Board,124571
02-2021,ICB,QXU,E54000052,NHS Surrey Heartlands Integrated Care Board,131680
02-2021,ICB,QYG,E54000008,NHS Cheshire and Merseyside Integrated Care Board,306253
02-2021,SUB ICB,W2U3Z,E38000256,NHS North West London ICB - W2U3Z,246260
02-2021,SUB ICB,X2C4Y,E38000254,NHS West Yorkshire ICB - X2C4Y,45270
03-2021,National,ENG,ENG,England,7035871
03-2021,Region,Y56,E40000003,London,798250
03-2021,Region,Y58,E40000006,South West,803070
03-2021,Region,Y59,E40000005,South East,1160130
03-2021,Region,Y60,E40000011,Midlands,1366918
03-2021,Region,Y61,E40000007,East of England,713493
03-2021,Region,Y62,E40000010,North West,861044
03-2021,Region,Y63,E40000012,North East and Yorkshire,1332966
03-2021,SUB ICB,00L,E38000130,NHS North East and North Cumbria ICB - 00L,62747
03-2021,SUB ICB,00N,E38000163,NHS North East and North Cumbria ICB - 00N,25409
03-2021,SUB ICB,00P,E38000176,NHS North East and North Cumbria ICB - 00P,50075
03-2021,SUB ICB,00Q,E38000014,NHS Lancashire and South Cumbria ICB - 00Q,17305
03-2021,SUB ICB,00R,E38000015,NHS Lancashire and South Cumbria ICB - 00R,22681
03-2021,SUB ICB,00T,E38000016,NHS Greater Manchester ICB - 00T,33688
03-2021,SUB ICB,00V,E38000024,NHS Greater Manchester ICB - 00V,26802
03-2021,SUB ICB,00X,E38000034,NHS Lancashire and South Cumbria ICB - 00X,29076
03-2021,SUB ICB,00Y,E38000135,NHS Greater Manchester ICB - 00Y,28866
03-2021,SUB ICB,01A,E38000050,NHS Lancashire and South Cumbria ICB - 01A,50051
03-2021,SUB ICB,01D,E38000080,NHS Greater Manchester ICB - 01D,27490
03-2021,SUB ICB,01E,E38000227,NHS Lancashire and South Cumbria ICB - 01E,34453
03-2021,SUB ICB,01F,E38000068,NHS Cheshire and Merseyside ICB - 01F,13659
03-2021,SUB ICB,01G,E38000143,NHS Greater Manchester ICB - 01G,23354
03-2021,SUB ICB,01H,E38000215,NHS North East and North Cumbria ICB - 01H,68399
03-2021,SUB ICB,01J,E38000091,NHS Cheshire and Merseyside ICB - 01J,15417
03-2021,SUB ICB,01K,E38000228,NHS Lancashire and South Cumbria ICB - 01K,55434
03-2021,SUB ICB,01T,E38000161,NHS Cheshire and Merseyside ICB - 01T,14858
03-2021,SUB ICB,01V,E38000170,NHS Cheshire and Merseyside ICB - 01V,10485
03-2021,SUB ICB,01W,E38000174,NHS Greater Manchester ICB - 01W,38801
03-2021,SUB ICB,01X,E38000172,NHS Cheshire and Merseyside ICB - 01X,20782
03-2021,SUB ICB,01Y,E38000263,NHS Greater Manchester ICB - 01Y,32206
03-2021,SUB ICB,02A,E38000187,NHS Greater Manchester ICB - 02A,31057
03-2021,SUB ICB,02E,E38000194,NHS Cheshire and Merseyside ICB - 02E,18944
03-2021,SUB ICB,02G,E38000200,NHS Lancashire and South Cumbria ICB - 02G,20495
03-2021,SUB ICB,02H,E38000205,NHS Greater Manchester ICB - 02H,37219
03-2021,SUB ICB,02M,E38000226,NHS Lancashire and South Cumbria ICB - 02M,26406
03-2021,SUB ICB,02P,E38000006,NHS South Yorkshire ICB - 02P,48159
03-2021,SUB ICB,02Q,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,25060
03-2021,SUB ICB,02T,E38000025,NHS West Yorkshire ICB - 02T,33800
03-2021,SUB ICB,02X,E38000044,NHS South Yorkshire ICB - 02X,64072
03-2021,SUB ICB,02Y,E38000052,NHS Humber and North Yorkshire ICB - 02Y,44347
03-2021,SUB ICB,03F,E38000085,NHS Humber and North Yorkshire ICB - 03F,35284
03-2021,SUB ICB,03H,E38000119,NHS Humber and North Yorkshire ICB - 03H,19788
03-2021,SUB ICB,03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,30373
03-2021,SUB ICB,03L,E38000141,NHS South Yorkshire ICB - 03L,50416
03-2021,SUB ICB,03N,E38000146,NHS South Yorkshire ICB - 03N,80519
03-2021,SUB ICB,03Q,E38000188,NHS Humber and North Yorkshire ICB - 03Q,43277
03-2021,SUB ICB,03R,E38000190,NHS West Yorkshire ICB - 03R,57165
03-2021,SUB ICB,03W,E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",49454
03-2021,SUB ICB,04C,E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",48017
03-2021,SUB ICB,04V,E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",38811
03-2021,SUB ICB,04Y,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,16537
03-2021,SUB ICB,05D,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,18587
03-2021,SUB ICB,05G,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,34406
03-2021,SUB ICB,05Q,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,22816
03-2021,SUB ICB,05V,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,21144
03-2021,SUB ICB,05W,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,37172
03-2021,SUB ICB,06H,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,98924
03-2021,SUB ICB,06K,E38000049,NHS Hertfordshire and West Essex ICB - 06K,62971
03-2021,SUB ICB,06L,E38000086,NHS Suffolk and North East Essex ICB - 06L,21926
03-2021,SUB ICB,06N,E38000079,NHS Hertfordshire and West Essex ICB - 06N,68948
03-2021,SUB ICB,06Q,E38000106,NHS Mid and South Essex ICB - 06Q,44849
03-2021,SUB ICB,06T,E38000117,NHS Suffolk and North East Essex ICB - 06T,25656
03-2021,SUB ICB,07G,E38000185,NHS Mid and South Essex ICB - 07G,18931
03-2021,SUB ICB,07H,E38000197,NHS Hertfordshire and West Essex ICB - 07H,31015
03-2021,SUB ICB,07K,E38000204,NHS Suffolk and North East Essex ICB - 07K,53464
03-2021,SUB ICB,09D,E38000021,NHS Sussex ICB - 09D,25564
03-2021,SUB ICB,10Q,E38000136,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q",113595
03-2021,SUB ICB,10R,E38000137,NHS Hampshire and Isle Of Wight ICB - 10R,29917
03-2021,SUB ICB,11J,E38000045,NHS Dorset ICB - 11J,134405
03-2021,SUB ICB,11M,E38000062,NHS Gloucestershire ICB - 11M,140563
03-2021,SUB ICB,11N,E38000089,NHS Cornwall and The Isles Of Scilly ICB - 11N,54667
03-2021,SUB ICB,11X,E38000150,NHS Somerset ICB - 11X,75519
03-2021,SUB ICB,12F,E38000208,NHS Cheshire and Merseyside ICB - 12F,53090
03-2021,SUB ICB,13T,E38000212,NHS North East and North Cumbria ICB - 13T,71638
03-2021,SUB ICB,14L,E38000217,NHS Greater Manchester ICB - 14L,43368
03-2021,SUB ICB,14Y,E38000223,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y",65234
03-2021,SUB ICB,15A,E38000221,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A",63875
03-2021,SUB ICB,15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire ICB - 15C",132069
03-2021,SUB ICB,15E,E38000258,NHS Birmingham and Solihull ICB - 15E,170954
03-2021,SUB ICB,15F,E38000225,NHS West Yorkshire ICB - 15F,111189
03-2021,SUB ICB,15M,E38000261,NHS Derby and Derbyshire ICB - 15M,144383
03-2021,SUB ICB,15N,E38000230,NHS Devon ICB - 15N,146665
03-2021,SUB ICB,16C,E38000247,NHS North East and North Cumbria ICB - 16C,97227
03-2021,SUB ICB,18C,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,132903
03-2021,SUB ICB,26A,E38000239,NHS Norfolk and Waveney ICB - 26A,120192
03-2021,SUB ICB,27D,E38000233,NHS Cheshire and Merseyside ICB - 27D,81293
03-2021,SUB ICB,36J,E38000232,NHS West Yorkshire ICB - 36J,83833
03-2021,SUB ICB,36L,E38000245,NHS South West London ICB - 36L,155102
03-2021,SUB ICB,42D,E38000241,NHS Humber and North Yorkshire ICB - 42D,87702
03-2021,SUB ICB,52R,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,104714
03-2021,SUB ICB,70F,E38000248,NHS Sussex ICB - 70F,117623
03-2021,SUB ICB,71E,E38000238,NHS Lincolnshire ICB - 71E,114644
03-2021,SUB ICB,72Q,E38000244,NHS South East London ICB - 72Q,156386
03-2021,SUB ICB,78H,E38000262,NHS Northamptonshire ICB - 78H,98448
03-2021,SUB ICB,84H,E38000234,NHS North East and North Cumbria ICB - 84H,79183
03-2021,SUB ICB,91Q,E38000237,NHS Kent and Medway ICB - 91Q,188570
03-2021,SUB ICB,92A,E38000246,NHS Surrey Heartlands ICB - 92A,112178
03-2021,SUB ICB,92G,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G",119182
03-2021,SUB ICB,93C,E38000240,NHS North Central London ICB - 93C,156621
03-2021,SUB ICB,97R,E38000235,NHS Sussex ICB - 97R,64332
03-2021,SUB ICB,99A,E38000101,NHS Cheshire and Merseyside ICB - 99A,53764
03-2021,SUB ICB,99C,E38000127,NHS North East and North Cumbria ICB - 99C,37188
03-2021,SUB ICB,99E,E38000007,NHS Mid and South Essex ICB - 99E,41531
03-2021,SUB ICB,99F,E38000030,NHS Mid and South Essex ICB - 99F,23986
03-2021,SUB ICB,99G,E38000168,NHS Mid and South Essex ICB - 99G,23373
03-2021,SUB ICB,A3A8R,E38000255,NHS North East London ICB - A3A8R,159087
03-2021,SUB ICB,B2M3M,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,121086
03-2021,SUB ICB,D2P2L,E38000259,NHS Black Country ICB - D2P2L,134415
03-2021,SUB ICB,D4U1Y,E38000252,NHS Frimley ICB - D4U1Y,126152
03-2021,SUB ICB,D9Y0V,E38000253,NHS Hampshire and Isle Of Wight ICB - D9Y0V,253090
03-2021,SUB ICB,M1J4Y,E38000249,"NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y",77727
03-2021,SUB ICB,M2L0M,E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",33367
03-2021,ICB,QE1,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,255901
03-2021,ICB,QF7,E54000061,NHS South Yorkshire Integrated Care Board,243166
03-2021,ICB,QGH,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,132903
03-2021,ICB,QH8,E54000026,NHS Mid and South Essex Integrated Care Board,152670
03-2021,ICB,QHG,E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",77727
03-2021,ICB,QHL,E54000055,NHS Birmingham and Solihull Integrated Care Board,170954
03-2021,ICB,QHM,E54000050,NHS North East and North Cumbria Integrated Care Board,491866
03-2021,ICB,QJ2,E54000058,NHS Derby and Derbyshire Integrated Care Board,144383
03-2021,ICB,QJG,E54000023,NHS Suffolk and North East Essex Integrated Care Board,101046
03-2021,ICB,QJK,E54000037,NHS Devon Integrated Care Board,146665
03-2021,ICB,QJM,E54000013,NHS Lincolnshire Integrated Care Board,114644
03-2021,ICB,QK1,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",136282
03-2021,ICB,QKK,E54000030,NHS South East London Integrated Care Board,156386
03-2021,ICB,QKS,E54000032,NHS Kent and Medway Integrated Care Board,188570
03-2021,ICB,QM7,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,162934
03-2021,ICB,QMF,E54000029,NHS North East London Integrated Care Board,159087
